date,region,product,combined_name,volume_mmcfd
7/11/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,882
7/11/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3531
7/10/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-340
7/10/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3871
7/10/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,370
7/10/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3216
7/10/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,168
7/10/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3871
7/10/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,417
7/10/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1771
7/10/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2667
7/10/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3216
7/10/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1096
7/10/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,1055
7/10/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,-194
7/10/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3107
7/10/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,168
7/10/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1771
7/10/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,-194
7/10/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5527
7/10/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-813
7/10/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4252
7/10/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-340
7/10/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6013
7/10/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,813
7/10/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,826
7/10/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3722
7/10/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,515
7/9/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3867
7/9/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-325
7/9/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,194
7/9/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,364
7/9/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3122
7/9/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3867
7/9/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1757
7/9/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,396
7/9/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3122
7/9/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,1106
7/9/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1124
7/9/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,-107
7/9/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2706
7/9/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,-107
7/9/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,2906
7/9/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1757
7/9/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,194
7/9/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5795
7/9/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-771
7/9/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4530
7/9/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-325
7/9/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,699
7/9/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,841
7/9/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3812
7/9/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5784
7/9/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,771
7/8/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,271
7/8/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,356
7/8/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3764
7/8/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3137
7/8/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-417
7/8/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1756
7/8/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,297
7/8/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3764
7/8/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,1104
7/8/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3137
7/8/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,-128
7/8/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1093
7/8/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2654
7/8/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,2769
7/8/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,271
7/8/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1756
7/8/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,-128
7/8/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5691
7/8/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-942
7/8/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4203
7/8/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-417
7/8/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3758
7/8/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,694
7/8/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,743
7/8/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5687
7/8/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,942
7/7/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,314
7/7/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3146
7/7/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-1972
7/7/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3784
7/7/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,361
7/7/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3784
7/7/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1971
7/7/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,343
7/7/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,1120
7/7/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3146
7/7/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1115
7/7/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,26
7/7/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2671
7/7/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,2629
7/7/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,314
7/7/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,26
7/7/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1971
7/7/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5392
7/7/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-551
7/7/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4416
7/7/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-1972
7/7/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,761
7/7/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,788
7/7/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5676
7/7/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,551
7/7/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3791
7/6/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3674
7/6/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,274
7/6/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,383
7/6/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2989
7/6/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-420
7/6/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3674
7/6/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,307
7/6/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1791
7/6/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,1247
7/6/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2613
7/6/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2989
7/6/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,-69
7/6/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1065
7/6/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,-69
7/6/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1791
7/6/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,274
7/6/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,2630
7/6/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,4987
7/6/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-744
7/6/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4480
7/6/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-420
7/6/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,749
7/6/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3860
7/6/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,744
7/6/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5975
7/6/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,499
7/5/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-484
7/5/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3570
7/5/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,272
7/5/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,386
7/5/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2877
7/5/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1791
7/5/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,353
7/5/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3570
7/5/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2877
7/5/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2589
7/5/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1065
7/5/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,1237
7/5/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,-2
7/5/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,2494
7/5/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,272
7/5/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,-2
7/5/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1791
7/5/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,4781
7/5/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1056
7/5/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4584
7/5/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-484
7/5/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3826
7/5/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5962
7/5/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,803
7/5/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,462
7/5/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1056
7/4/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3591
7/4/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,357
7/4/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2838
7/4/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-475
7/4/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,273
7/4/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3591
7/4/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1791
7/4/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,377
7/4/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,1
7/4/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2838
7/4/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,1217
7/4/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1065
7/4/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2596
7/4/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,2442
7/4/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,273
7/4/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1791
7/4/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,1
7/4/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5014
7/4/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1032
7/4/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4503
7/4/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-475
7/4/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3812
7/4/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5913
7/4/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1032
